smoking,gender,age,education,weight,height,bmi
no,male,20,Some college / AA,70.2,167.1,25.1
no,female,52,College or above,63.9,148.0,29.2
yes,male,66,Some college / AA,57.6,173.5,19.1
yes,female,61,9-11th grade,83.0,154.6,34.7
no,female,18,Some college / AA,114.7,167.6,40.8
no,male,25,HS or GED,79.2,173.5,26.3
no,female,56,Some college / AA,88.2,161.8,33.7
no,male,28,HS or GED,112.8,185.6,32.7
no,male,31,College or above,90.0,177.9,28.4
yes,female,27,HS or GED,99.2,166.9,35.6
no,female,46,College or above,56.8,161.9,21.7
no,female,61,College or above,65.7,161.0,25.3
yes,male,67,Some college / AA,113.3,173.4,37.7
yes,male,73,Some college / AA,54.1,166.2,19.6
no,female,65,HS or GED,68.6,161.0,26.5
no,female,66,College or above,89.5,169.3,31.2
yes,female,29,College or above,111.8,178.0,35.3
no,female,48,HS or GED,50.2,159.2,19.8
yes,male,62,College or above,101.7,175.3,33.1
no,female,37,Some college / AA,103.2,168.6,36.3
yes,male,29,Some college / AA,113.1,180.7,34.6
no,male,39,HS or GED,62.3,173.4,20.7
no,female,54,College or above,91.5,151.7,39.8
yes,female,47,Some college / AA,91.4,159.6,35.9
no,male,55,College or above,75.6,168.0,26.8
yes,male,62,HS or GED,113.7,176.8,36.4
no,female,26,Some college / AA,45.8,145.4,21.7
no,female,18,Some college / AA,56.8,157.6,22.9
yes,male,39,HS or GED,64.3,167.2,23.0
yes,male,59,College or above,79.5,171.2,27.1
no,female,43,Some college / AA,69.4,175.1,22.6
yes,male,59,College or above,66.2,178.5,20.8
no,male,52,9-11th grade,81.9,165.0,30.1
no,male,38,College or above,72.0,175.9,23.3
no,male,77,HS or GED,108.4,175.4,35.2
no,male,20,Some college / AA,75.9,183.0,22.7
yes,male,39,Some college / AA,79.9,175.7,25.9
yes,male,31,Some college / AA,97.6,169.3,34.1
no,female,60,Some college / AA,82.5,160.1,32.2
yes,male,78,College or above,84.8,170.5,29.2
no,male,21,HS or GED,76.2,165.9,27.7
no,female,42,Some college / AA,62.5,157.5,25.2
yes,female,41,9-11th grade,85.9,158.9,34.0
no,female,52,Some college / AA,82.0,158.2,32.8
yes,female,64,Some college / AA,95.6,156.2,39.2
no,female,77,HS or GED,74.3,159.2,29.3
no,female,80,9-11th grade,54.2,163.4,20.3
no,male,25,HS or GED,95.8,175.4,31.1
no,female,53,HS or GED,63.6,150.6,28.0
no,female,18,Some college / AA,64.0,167.4,22.8
no,female,67,HS or GED,65.5,153.4,27.8
no,female,34,Some college / AA,85.7,164.7,31.6
no,male,35,HS or GED,99.3,170.0,34.4
no,male,26,College or above,98.0,186.7,28.1
no,female,36,College or above,86.2,158.3,34.4
no,female,48,Some college / AA,91.1,162.7,34.4
yes,female,75,HS or GED,63.2,161.7,24.2
no,male,31,HS or GED,68.8,166.8,24.7
no,female,48,Some college / AA,92.0,157.7,37.0
no,female,40,Some college / AA,103.2,168.2,36.5
no,female,19,Some college / AA,58.2,164.2,21.6
no,female,57,Some college / AA,63.2,153.3,26.9
no,male,18,Some college / AA,79.1,161.3,30.4
yes,male,43,HS or GED,72.8,156.6,29.7
no,male,50,College or above,102.5,174.4,33.7
no,female,32,Some college / AA,95.0,163.9,35.4
no,male,34,College or above,126.5,189.7,35.2
no,male,24,College or above,74.3,176.2,23.9
yes,male,41,Some college / AA,75.1,180.4,23.1
yes,male,61,Some college / AA,69.1,162.6,26.1
no,male,45,9-11th grade,96.2,192.1,26.1
no,female,41,College or above,56.1,159.5,22.1
no,female,33,HS or GED,72.8,160.2,28.4
no,male,54,Some college / AA,111.1,181.8,33.6
no,female,27,Some college / AA,73.5,157.4,29.7
yes,female,60,HS or GED,86.0,152.5,37.0
yes,male,62,HS or GED,98.4,181.2,30.0
yes,female,79,College or above,73.3,155.7,30.2
no,female,35,9-11th grade,70.0,152.5,30.1
yes,female,67,9-11th grade,110.9,172.9,37.1
no,male,70,Some college / AA,87.9,177.1,28.0
no,male,21,HS or GED,117.9,181.6,35.8
no,male,70,9-11th grade,61.6,159.5,24.2
no,male,19,Some college / AA,71.4,167.2,25.5
yes,male,71,HS or GED,63.3,159.3,24.9
yes,male,59,HS or GED,72.9,173.9,24.1
no,male,23,College or above,66.6,165.8,24.2
no,female,30,Some college / AA,73.7,155.8,30.4
no,male,52,College or above,103.3,174.1,34.1
no,female,29,College or above,58.4,166.7,21.0
no,female,22,HS or GED,107.2,169.4,37.4
yes,male,33,HS or GED,112.4,185.2,32.8
yes,female,60,College or above,97.6,168.0,34.6
yes,male,67,Some college / AA,95.5,174.3,31.4
no,female,25,College or above,56.0,163.3,21.0
yes,male,61,HS or GED,68.5,163.1,25.8
yes,female,66,College or above,102.9,172.5,34.6
yes,female,26,College or above,57.5,161.0,22.2
yes,male,36,9-11th grade,65.8,170.9,22.5
no,female,48,Some college / AA,88.1,156.3,36.1
yes,female,40,Some college / AA,75.2,152.6,32.3
yes,male,33,9-11th grade,124.1,181.7,37.6
no,female,26,9-11th grade,62.0,162.5,23.5
no,female,35,College or above,67.7,157.8,27.2
no,male,60,Some college / AA,117.7,175.3,38.3
no,female,21,Some college / AA,55.4,147.0,25.6
yes,female,60,9-11th grade,70.3,160.8,27.2
no,female,23,HS or GED,52.9,161.6,20.3
no,female,26,College or above,63.0,167.3,22.5
yes,female,36,Some college / AA,116.7,163.2,43.8
no,female,75,HS or GED,87.7,157.7,35.3
yes,female,36,Some college / AA,85.5,168.5,30.1
yes,male,57,Some college / AA,104.3,169.3,36.4
no,male,28,Some college / AA,72.1,171.4,24.5
yes,male,63,Some college / AA,115.4,184.4,33.9
yes,male,32,HS or GED,82.5,182.4,24.8
no,male,80,College or above,60.4,161.1,23.3
no,female,67,HS or GED,59.7,143.1,29.2
no,male,80,Some college / AA,81.3,175.4,26.4
no,male,44,College or above,128.6,171.5,43.7
no,female,74,Some college / AA,77.3,160.1,30.2
no,female,37,College or above,82.0,158.2,32.8
yes,male,59,College or above,99.4,168.3,35.1
yes,male,65,Some college / AA,87.1,183.8,25.8
no,male,58,College or above,99.1,177.8,31.3
no,male,20,HS or GED,63.5,174.1,20.9
no,female,25,College or above,62.4,171.2,21.3
no,female,30,College or above,57.9,165.1,21.2
yes,male,72,Some college / AA,120.1,187.9,34.0
no,female,38,College or above,101.7,160.0,39.7
no,female,54,College or above,50.6,155.1,21.0
yes,male,48,HS or GED,87.7,183.9,25.9
no,female,65,Some college / AA,84.1,153.8,35.6
no,female,80,Some college / AA,74.7,157.1,30.3
yes,male,26,HS or GED,78.1,178.1,24.6
no,female,36,9-11th grade,74.7,163.3,28.0
yes,male,73,Some college / AA,89.3,173.0,29.8
yes,female,60,Some college / AA,63.7,156.2,26.1
yes,female,77,9-11th grade,48.3,154.7,20.2
no,female,30,HS or GED,77.8,164.7,28.7
no,male,72,HS or GED,63.2,168.4,22.3
no,female,32,College or above,96.6,159.7,37.9
yes,male,65,HS or GED,65.1,166.4,23.5
no,male,42,Some college / AA,94.6,182.6,28.4
no,female,40,9-11th grade,104.4,162.4,39.6
no,male,37,College or above,123.3,181.0,37.6
no,female,41,Some college / AA,81.7,160.5,31.7
no,female,31,Some college / AA,104.4,165.6,38.1
yes,male,31,9-11th grade,87.3,188.3,24.6
no,female,19,Some college / AA,41.3,148.3,18.8
no,male,27,College or above,61.9,166.5,22.3
no,male,62,HS or GED,80.9,175.5,26.3
yes,male,42,College or above,90.8,181.6,27.5
yes,male,28,Some college / AA,70.9,183.5,21.1
yes,male,61,9-11th grade,88.1,168.2,31.1
no,female,26,College or above,58.7,171.7,19.9
no,male,21,Some college / AA,82.4,171.9,27.9
no,male,18,Some college / AA,122.9,176.6,39.4
no,female,33,HS or GED,59.9,144.9,28.5
no,female,32,College or above,67.2,166.8,24.2
yes,female,69,Some college / AA,74.0,160.8,28.6
no,male,20,Some college / AA,54.7,167.2,19.6
yes,male,25,Some college / AA,104.0,168.4,36.7
yes,female,63,Some college / AA,60.1,161.4,23.1
yes,male,54,9-11th grade,97.6,185.1,28.5
no,male,51,Some college / AA,108.8,183.1,32.5
yes,female,47,9-11th grade,72.6,157.4,29.3
no,male,76,HS or GED,93.1,174.0,30.8
no,male,19,Some college / AA,70.5,170.9,24.1
no,female,64,HS or GED,94.2,156.9,38.3
yes,female,33,Some college / AA,88.3,168.1,31.2
no,female,46,College or above,110.6,161.4,42.5
yes,male,18,Some college / AA,63.6,174.1,21.0
yes,female,28,9-11th grade,79.2,154.9,33.0
yes,female,69,Some college / AA,69.6,154.7,29.1
no,male,26,Some college / AA,47.1,161.4,18.1
yes,female,51,9-11th grade,105.8,162.8,39.9
no,female,45,9-11th grade,85.8,158.7,34.1
yes,male,71,HS or GED,73.6,154.7,30.8
no,male,29,HS or GED,106.2,186.1,30.7
no,female,53,HS or GED,71.7,158.7,28.5
no,female,19,Some college / AA,50.2,153.6,21.3
no,male,25,College or above,68.5,170.6,23.5
no,female,59,9-11th grade,59.5,157.9,23.9
yes,male,41,College or above,90.2,165.5,32.9
yes,male,42,College or above,87.8,165.2,32.2
no,female,48,9-11th grade,87.0,158.8,34.5
no,male,20,Some college / AA,66.3,181.4,20.1
yes,male,35,College or above,122.2,188.0,34.6
no,male,43,Some college / AA,69.9,173.7,23.2
yes,female,33,Some college / AA,129.1,173.3,43.0
no,male,64,College or above,69.8,170.5,24.0
yes,male,51,Some college / AA,127.6,179.8,39.5
yes,male,52,Some college / AA,93.4,193.5,24.9
yes,male,77,HS or GED,72.0,162.7,27.2
no,female,57,College or above,51.3,150.0,22.8
no,female,44,Some college / AA,84.5,158.6,33.6
yes,male,68,9-11th grade,82.8,176.9,26.5
no,female,80,College or above,64.6,164.6,23.8
no,female,36,College or above,81.4,161.0,31.4
no,male,33,College or above,77.5,178.7,24.3
no,male,61,9-11th grade,67.6,169.2,23.6
yes,female,80,Some college / AA,52.0,158.0,20.8
no,female,41,Some college / AA,81.34267560889516,166.1428344791116,29.382197103497
yes,male,74,College or above,84.2,179.0,26.3
yes,female,73,Some college / AA,95.4,158.7,37.9
yes,male,68,Some college / AA,102.7,174.4,33.8
no,male,23,Some college / AA,73.8,175.9,23.9
no,male,73,College or above,72.9,172.0,24.6
no,female,45,HS or GED,88.1,162.1,33.5
yes,female,34,9-11th grade,117.4,175.0,38.3
yes,female,63,College or above,70.1,162.1,26.7
no,female,62,Some college / AA,49.1,159.9,19.2
yes,female,68,Some college / AA,65.7,145.9,30.9
no,female,40,College or above,92.6,166.2,33.5
no,male,36,9-11th grade,80.7,169.6,28.1
no,female,42,Some college / AA,108.7,159.9,42.5
yes,female,58,Some college / AA,68.0,156.3,27.8
yes,male,54,9-11th grade,69.3,171.3,23.6
no,male,76,College or above,71.9,175.1,23.5
yes,female,80,Some college / AA,62.3,156.7,25.4
yes,male,60,HS or GED,98.3,171.1,33.6
no,male,31,9-11th grade,68.3,179.3,21.2
no,male,34,College or above,73.9,160.4,28.7
yes,female,54,Some college / AA,75.2,160.3,29.3
yes,male,51,College or above,88.2,175.0,28.8
yes,male,50,HS or GED,85.7,175.2,27.9
no,male,49,College or above,81.5,179.9,25.2
no,male,18,Some college / AA,87.2,177.2,27.8
no,male,80,HS or GED,79.6,175.1,26.0
no,male,58,Some college / AA,79.6,172.6,26.7
no,female,36,College or above,53.9,159.7,21.1
no,female,27,Some college / AA,105.8,164.8,39.0
yes,male,79,Some college / AA,85.4,177.6,27.1
no,female,79,HS or GED,59.4,144.4,28.5
yes,male,20,Some college / AA,106.1,172.5,35.7
no,male,33,College or above,101.3,177.4,32.2
no,male,29,College or above,88.6,175.3,28.8
no,female,39,College or above,109.8,162.8,41.4
yes,male,53,HS or GED,61.5,166.2,22.3
no,male,51,9-11th grade,92.3,175.2,30.1
yes,male,80,9-11th grade,82.4,160.9,31.8
yes,male,74,HS or GED,88.4,173.2,29.5
no,female,80,College or above,53.8,151.5,23.4
no,male,46,9-11th grade,101.4,173.6,33.6
no,male,24,HS or GED,99.5,172.0,33.6
no,male,72,College or above,96.6,183.2,28.8
yes,female,34,HS or GED,72.8,162.5,27.6
no,male,60,Some college / AA,76.9,171.6,26.1
yes,female,57,9-11th grade,58.4,158.0,23.4
yes,male,69,College or above,86.5,183.5,25.7
no,female,34,9-11th grade,68.6,148.6,31.1
no,male,61,College or above,86.2,175.5,28.0
yes,female,51,College or above,59.0,172.9,19.7
yes,female,46,HS or GED,92.1,162.5,34.9
yes,male,71,9-11th grade,92.8,174.1,30.6
yes,male,58,Some college / AA,94.6,175.3,30.8
yes,female,59,HS or GED,89.9,156.0,36.9
no,female,39,College or above,110.8,156.9,45.0
no,female,49,College or above,68.8,175.3,22.4
yes,male,67,Some college / AA,68.6,159.1,27.1
yes,female,67,9-11th grade,111.8,167.4,39.9
yes,male,41,9-11th grade,111.5,182.1,33.6
no,female,54,College or above,57.8,154.4,24.2
no,female,55,College or above,63.5,161.6,24.3
yes,female,36,Some college / AA,85.2,165.6,31.1
no,female,46,College or above,77.7,155.1,32.3
no,female,48,HS or GED,89.0,165.9,32.3
yes,female,54,College or above,73.9,155.3,30.6
no,female,23,HS or GED,53.9,159.9,21.1
yes,female,46,HS or GED,101.0,166.2,36.6
yes,female,67,Some college / AA,78.6,171.7,26.7
no,female,62,9-11th grade,69.8,156.1,28.6
no,female,74,9-11th grade,72.5,151.6,31.5
yes,male,58,9-11th grade,83.1,174.6,27.3
yes,male,44,College or above,83.2,170.0,28.8
no,male,80,College or above,64.7,160.6,25.1
no,male,39,College or above,87.1,178.3,27.4
yes,male,61,College or above,100.3,171.2,34.2
no,female,65,Some college / AA,75.2,154.4,31.5
no,male,31,College or above,107.0,173.6,35.5
yes,female,65,Some college / AA,42.6,147.9,19.5
no,male,26,College or above,69.8,176.2,22.5
yes,male,73,Some college / AA,98.8,174.1,32.6
yes,male,48,9-11th grade,83.2,169.5,29.0
yes,female,66,Some college / AA,95.8,156.7,39.0
no,female,77,College or above,60.3,155.1,25.1
no,female,54,College or above,47.5,165.6,17.3
no,female,53,College or above,96.0,159.1,37.9
no,female,80,Some college / AA,64.1,157.3,25.9
yes,male,63,Some college / AA,101.3,176.5,32.5
no,female,23,College or above,57.6,163.0,21.7
no,male,59,9-11th grade,59.9,165.9,21.8
no,male,51,College or above,89.3,175.8,28.9
yes,male,79,College or above,80.5,167.6,28.7
no,female,45,College or above,97.3,173.7,32.2
yes,male,24,9-11th grade,82.8,176.5,26.6
no,female,30,Some college / AA,59.7,152.7,25.6
yes,male,79,College or above,74.7,166.7,26.9
no,female,33,9-11th grade,54.1,151.6,23.5
no,female,22,HS or GED,80.0,157.9,32.1
no,male,19,Some college / AA,80.1,180.6,24.6
no,male,45,College or above,95.3,171.6,32.4
yes,male,18,Some college / AA,65.4,163.9,24.3
no,male,19,Some college / AA,70.7,169.9,24.5
no,female,78,College or above,90.1,160.2,35.1
no,male,18,Some college / AA,74.5,172.7,25.0
no,female,46,College or above,79.4,163.7,29.6
no,female,62,HS or GED,87.5,158.9,34.7
no,female,36,Some college / AA,71.3,170.0,24.7
no,male,24,College or above,79.0,164.8,29.1
no,female,48,HS or GED,82.8,166.2,30.0
yes,female,80,9-11th grade,44.3,145.2,21.0
no,female,48,College or above,81.9,167.2,29.3
yes,female,21,Some college / AA,57.1,158.8,22.6
no,female,48,Some college / AA,57.9,165.3,21.2
no,male,54,Some college / AA,70.8,168.8,24.8
yes,female,65,HS or GED,105.6,166.1,38.3
no,male,66,Some college / AA,74.4,167.4,26.5
no,male,40,College or above,77.8,168.6,27.4
no,female,42,Some college / AA,108.5,157.0,44.0
yes,female,61,College or above,78.2,158.2,31.2
yes,male,80,9-11th grade,97.2,180.1,30.0
no,male,72,Some college / AA,103.8,163.6,38.8
no,female,18,Some college / AA,44.4,156.8,18.1
no,female,75,Some college / AA,76.1,152.0,32.9
no,female,44,Some college / AA,72.6,152.5,31.2
no,male,26,HS or GED,76.4,179.3,23.8
no,female,45,HS or GED,73.3,154.1,30.9
no,male,25,HS or GED,67.6,173.0,22.6
no,female,67,Some college / AA,69.2,159.0,27.4
yes,female,60,Some college / AA,62.3,162.5,23.6
no,female,19,Some college / AA,69.8,153.9,29.5
no,female,35,College or above,81.7,157.9,32.8
yes,female,68,Some college / AA,61.9,155.8,25.5
yes,male,54,Some college / AA,131.7,177.1,42.0
no,male,80,9-11th grade,81.34267560889516,158.5,29.382197103497
no,female,52,College or above,64.9,162.6,24.5
no,female,61,9-11th grade,74.8,155.4,31.0
no,female,80,Some college / AA,53.9,164.0,20.0
no,male,70,Some college / AA,76.9,172.1,26.0
no,female,18,Some college / AA,50.4,161.6,19.3
no,female,69,9-11th grade,72.9,154.1,30.7
no,female,65,Some college / AA,55.1,161.3,21.2
yes,male,24,Some college / AA,95.9,186.2,27.7
no,male,31,HS or GED,89.0,193.8,23.7
yes,male,50,9-11th grade,113.4,180.1,35.0
no,female,43,9-11th grade,60.9,153.2,25.9
yes,male,68,Some college / AA,92.8,178.9,29.0
no,male,56,College or above,52.0,160.3,20.2
no,male,80,9-11th grade,71.5,178.2,22.5
no,female,22,Some college / AA,62.2,157.9,24.9
no,female,67,9-11th grade,44.6,169.4,15.5
no,female,80,HS or GED,69.1,157.7,27.8
no,female,28,9-11th grade,91.4,164.3,33.9
yes,male,61,College or above,90.3,176.2,29.1
no,female,40,Some college / AA,78.7,163.3,29.5
no,male,51,9-11th grade,71.9,166.7,25.9
no,female,59,Some college / AA,67.7,161.8,25.9
no,female,23,9-11th grade,63.3,160.3,24.6
yes,male,19,Some college / AA,102.2,167.6,36.4
no,male,22,HS or GED,67.2,173.5,22.3
yes,male,80,College or above,81.3,174.1,26.8
yes,female,47,Some college / AA,78.6,167.2,28.1
yes,male,42,Some college / AA,90.9,169.9,31.5
yes,male,33,HS or GED,81.8,160.3,31.8
no,male,48,College or above,69.4,177.6,22.0
yes,female,60,Some college / AA,85.4,157.8,34.3
no,female,23,Some college / AA,62.3,168.1,22.0
no,female,62,HS or GED,46.5,152.2,20.1
yes,female,23,Some college / AA,70.9,168.2,25.1
yes,male,58,Some college / AA,83.8,168.4,29.6
no,male,37,Some college / AA,114.0,176.1,36.8
no,male,57,HS or GED,79.2,178.6,24.8
yes,female,79,9-11th grade,68.3,146.2,32.0
yes,male,80,HS or GED,118.6,177.8,37.5
no,female,71,Some college / AA,59.6,158.4,23.8
no,female,42,Some college / AA,73.9,165.5,27.0
no,female,73,Some college / AA,48.4,156.5,19.8
no,male,42,College or above,94.6,176.4,30.4
no,female,35,HS or GED,58.2,148.4,26.4
no,male,35,College or above,64.1,172.1,21.6
no,male,70,College or above,67.8,167.3,24.2
no,female,18,Some college / AA,61.2,163.8,22.8
no,female,80,College or above,62.8,159.0,24.8
yes,female,62,Some college / AA,61.8,163.4,23.1
yes,male,64,9-11th grade,69.3,167.8,24.6
no,male,64,College or above,113.1,176.0,36.5
yes,female,20,HS or GED,92.2,169.8,32.0
no,male,57,College or above,68.7,177.4,21.8
no,female,76,HS or GED,81.34267560889516,148.4,29.382197103497
no,female,19,Some college / AA,71.9,155.7,29.7
no,female,37,Some college / AA,98.0,174.4,32.2
yes,female,44,Some college / AA,51.5,165.1,18.9
no,male,22,College or above,73.0,174.8,23.9
no,female,72,Some college / AA,56.9,161.4,21.8
no,female,44,HS or GED,90.8,147.3,41.8
yes,male,44,Some college / AA,90.5,171.1,30.9
yes,male,72,HS or GED,82.6,178.2,26.0
yes,male,58,9-11th grade,80.9,183.5,24.0
yes,male,61,HS or GED,74.6,170.4,25.7
yes,female,63,Some college / AA,82.1,165.6,29.9
no,male,75,College or above,69.2,162.7,26.1
yes,male,80,HS or GED,83.3,159.7,32.7
no,male,46,HS or GED,78.0,166.1,28.3
no,female,78,Some college / AA,67.5,154.0,28.5
no,female,20,Some college / AA,106.9,168.4,37.7
yes,male,42,9-11th grade,57.4,168.8,20.1
yes,female,72,Some college / AA,74.6,149.0,33.6
no,female,21,Some college / AA,58.4,154.6,24.4
yes,female,27,Some college / AA,78.7,166.7,28.3
no,female,18,Some college / AA,84.9,174.4,27.9
no,male,64,9-11th grade,72.1,177.5,22.9
yes,female,77,Some college / AA,59.5,163.3,22.3
yes,male,60,College or above,109.2,185.7,31.7
yes,female,65,Some college / AA,49.3,145.9,23.2
no,female,27,Some college / AA,85.8,159.8,33.6
no,female,28,HS or GED,63.7,148.0,29.1
no,female,77,HS or GED,62.9,158.2,25.1
no,female,80,HS or GED,59.4,158.7,23.6
yes,male,40,HS or GED,56.0,153.5,23.8
no,male,48,Some college / AA,82.9,174.2,27.3
yes,male,40,HS or GED,69.7,160.8,27.0
yes,male,69,Some college / AA,80.8,180.7,24.7
no,female,60,College or above,88.8,161.2,34.2
no,male,80,Some college / AA,71.7,164.7,26.4
yes,female,40,Some college / AA,96.3,157.5,38.8
yes,male,36,HS or GED,81.8,161.2,31.5
no,female,24,Some college / AA,57.9,170.1,20.0
no,female,27,Some college / AA,64.3,170.6,22.1
no,female,34,College or above,92.6,157.6,37.3
yes,male,60,Some college / AA,83.0,176.0,26.8
no,female,78,College or above,66.6,150.5,29.4
no,male,29,9-11th grade,130.0,180.4,39.9
no,female,47,Some college / AA,63.0,156.9,25.6
no,female,28,9-11th grade,85.5,163.8,31.9
no,male,80,HS or GED,75.3,169.8,26.1
no,male,34,HS or GED,93.2,166.2,33.7
no,female,40,Some college / AA,68.8,155.6,28.4
no,male,36,Some college / AA,94.6,178.9,29.6
no,female,18,Some college / AA,64.1,159.6,25.2
no,male,20,9-11th grade,101.1,170.0,35.0
yes,female,67,College or above,78.7,163.6,29.4
no,male,19,Some college / AA,112.2,178.6,35.2
no,female,36,HS or GED,94.9,150.1,42.1
yes,female,58,HS or GED,81.7,153.2,34.8
yes,male,39,9-11th grade,101.6,180.0,31.4
